#,Date-Time (EST),Temperature   (°C),Started,Host Connected,End of File
147,02/09/2025 18:22:10,15.18,,,
148,02/09/2025 18:24:10,15.18,,,
149,02/09/2025 18:26:10,15.23,,,
150,02/09/2025 18:28:10,15.18,,,
151,02/09/2025 18:30:10,15.18,,,
152,02/09/2025 18:32:10,15.14,,,
153,02/09/2025 18:34:10,15.18,,,
154,02/09/2025 18:36:10,15.23,,,
155,02/09/2025 18:38:10,15.23,,,
156,02/09/2025 18:40:10,15.10,,,
157,02/09/2025 18:42:10,15.23,,,
158,02/09/2025 18:44:10,15.14,,,
159,02/09/2025 18:46:10,15.18,,,
160,02/09/2025 18:48:10,15.18,,,
161,02/09/2025 18:50:10,15.18,,,
162,02/09/2025 18:52:10,15.14,,,
163,02/09/2025 18:54:10,15.18,,,
164,02/09/2025 18:56:10,15.23,,,
165,02/09/2025 18:58:10,15.18,,,
166,02/09/2025 19:00:10,15.14,,,
167,02/09/2025 19:02:10,15.18,,,
168,02/09/2025 19:04:10,15.10,,,
169,02/09/2025 19:06:10,15.23,,,
170,02/09/2025 19:08:10,15.14,,,
171,02/09/2025 19:10:10,15.23,,,
172,02/09/2025 19:12:10,15.14,,,
173,02/09/2025 19:14:10,15.18,,,
174,02/09/2025 19:16:10,15.14,,,
175,02/09/2025 19:18:10,15.23,,,
176,02/09/2025 19:20:10,15.18,,,
177,02/09/2025 19:22:10,15.18,,,
178,02/09/2025 19:24:10,15.18,,,
179,02/09/2025 19:26:10,15.18,,,
180,02/09/2025 19:28:10,15.23,,,
181,02/09/2025 19:30:10,15.18,,,
182,02/09/2025 19:32:10,15.18,,,
183,02/09/2025 19:34:10,15.18,,,
184,02/09/2025 19:36:10,15.14,,,
185,02/09/2025 19:38:10,15.23,,,
186,02/09/2025 19:40:10,15.18,,,
187,02/09/2025 19:42:10,15.18,,,
188,02/09/2025 19:44:10,15.18,,,
189,02/09/2025 19:46:10,15.18,,,
190,02/09/2025 19:48:10,15.18,,,
191,02/09/2025 19:50:10,15.18,,,
192,02/09/2025 19:52:10,15.14,,,
193,02/09/2025 19:54:10,15.18,,,
194,02/09/2025 19:56:10,15.18,,,
195,02/09/2025 19:58:10,15.14,,,
196,02/09/2025 20:00:10,15.18,,,
197,02/09/2025 20:02:10,15.14,,,
198,02/09/2025 20:04:10,15.23,,,
199,02/09/2025 20:06:10,15.18,,,
200,02/09/2025 20:08:10,15.10,,,
201,02/09/2025 20:10:10,15.18,,,
202,02/09/2025 20:12:10,15.23,,,
203,02/09/2025 20:14:10,15.14,,,
204,02/09/2025 20:16:10,15.23,,,
205,02/09/2025 20:18:10,15.18,,,
206,02/09/2025 20:20:10,15.18,,,
207,02/09/2025 20:22:10,15.23,,,
208,02/09/2025 20:24:10,15.18,,,
209,02/09/2025 20:26:10,15.23,,,
210,02/09/2025 20:28:10,15.18,,,
211,02/09/2025 20:30:10,15.18,,,
212,02/09/2025 20:32:10,15.23,,,
213,02/09/2025 20:34:10,15.14,,,
214,02/09/2025 20:36:10,15.18,,,
215,02/09/2025 20:38:10,15.23,,,
216,02/09/2025 20:40:10,15.18,,,
217,02/09/2025 20:42:10,15.18,,,
218,02/09/2025 20:44:10,15.23,,,
219,02/09/2025 20:46:10,15.23,,,
220,02/09/2025 20:48:10,15.18,,,
221,02/09/2025 20:50:10,15.23,,,
222,02/09/2025 20:52:10,15.18,,,
223,02/09/2025 20:54:10,15.18,,,
224,02/09/2025 20:56:10,15.23,,,
225,02/09/2025 20:58:10,15.18,,,
226,02/09/2025 21:00:10,15.18,,,
227,02/09/2025 21:02:10,15.18,,,
228,02/09/2025 21:04:10,15.18,,,
229,02/09/2025 21:06:10,15.23,,,
230,02/09/2025 21:08:10,15.18,,,
231,02/09/2025 21:10:10,15.23,,,
232,02/09/2025 21:12:10,15.14,,,
233,02/09/2025 21:14:10,15.18,,,
234,02/09/2025 21:16:10,15.23,,,
235,02/09/2025 21:18:10,15.14,,,
236,02/09/2025 21:20:10,15.18,,,
237,02/09/2025 21:22:10,15.18,,,
238,02/09/2025 21:24:10,15.18,,,
239,02/09/2025 21:26:10,15.18,,,
240,02/09/2025 21:28:10,15.18,,,
241,02/09/2025 21:30:10,15.18,,,
242,02/09/2025 21:32:10,15.18,,,
243,02/09/2025 21:34:10,15.18,,,
244,02/09/2025 21:36:10,15.18,,,
245,02/09/2025 21:38:10,15.18,,,
246,02/09/2025 21:40:10,15.18,,,
247,02/09/2025 21:42:10,15.18,,,
248,02/09/2025 21:44:10,15.18,,,
249,02/09/2025 21:46:10,15.18,,,
250,02/09/2025 21:48:10,15.23,,,
251,02/09/2025 21:50:10,15.18,,,
252,02/09/2025 21:52:10,15.18,,,
253,02/09/2025 21:54:10,15.18,,,
254,02/09/2025 21:56:10,15.18,,,
255,02/09/2025 21:58:10,15.18,,,
256,02/09/2025 22:00:10,15.23,,,
257,02/09/2025 22:02:10,15.18,,,
258,02/09/2025 22:04:10,15.18,,,
259,02/09/2025 22:06:10,15.23,,,
260,02/09/2025 22:08:10,15.14,,,
261,02/09/2025 22:10:10,15.23,,,
262,02/09/2025 22:12:10,15.10,,,
263,02/09/2025 22:14:10,15.14,,,
264,02/09/2025 22:16:10,15.23,,,
265,02/09/2025 22:18:10,15.18,,,
266,02/09/2025 22:20:10,15.14,,,
267,02/09/2025 22:22:10,15.14,,,
268,02/09/2025 22:24:10,15.18,,,
269,02/09/2025 22:26:10,15.23,,,
270,02/09/2025 22:28:10,15.14,,,
271,02/09/2025 22:30:10,15.18,,,
272,02/09/2025 22:32:10,15.14,,,
273,02/09/2025 22:34:10,15.14,,,
274,02/09/2025 22:36:10,15.18,,,
275,02/09/2025 22:38:10,15.18,,,
276,02/09/2025 22:40:10,15.23,,,
277,02/09/2025 22:42:10,15.23,,,
278,02/09/2025 22:44:10,15.23,,,
279,02/09/2025 22:46:10,15.18,,,
280,02/09/2025 22:48:10,15.18,,,
281,02/09/2025 22:50:10,15.18,,,
282,02/09/2025 22:52:10,15.14,,,
283,02/09/2025 22:54:10,15.23,,,
284,02/09/2025 22:56:10,15.18,,,
285,02/09/2025 22:58:10,15.23,,,
286,02/09/2025 23:00:10,15.18,,,
287,02/09/2025 23:02:10,15.14,,,
288,02/09/2025 23:04:10,15.14,,,
289,02/09/2025 23:06:10,15.18,,,
290,02/09/2025 23:08:10,15.18,,,
291,02/09/2025 23:10:10,15.18,,,
292,02/09/2025 23:12:10,15.18,,,
293,02/09/2025 23:14:10,15.18,,,
294,02/09/2025 23:16:10,15.23,,,
295,02/09/2025 23:18:10,15.23,,,
296,02/09/2025 23:20:10,15.14,,,
297,02/09/2025 23:22:10,15.18,,,
298,02/09/2025 23:24:10,15.18,,,
299,02/09/2025 23:26:10,15.18,,,
300,02/09/2025 23:28:10,15.18,,,
301,02/09/2025 23:30:10,15.18,,,
302,02/09/2025 23:32:10,15.18,,,
303,02/09/2025 23:34:10,15.18,,,
304,02/09/2025 23:36:10,15.18,,,
305,02/09/2025 23:38:10,15.18,,,
306,02/09/2025 23:40:10,15.18,,,
307,02/09/2025 23:42:10,15.23,,,
308,02/09/2025 23:44:10,15.18,,,
309,02/09/2025 23:46:10,15.23,,,
310,02/09/2025 23:48:10,15.23,,,
311,02/09/2025 23:50:10,15.18,,,
312,02/09/2025 23:52:10,15.18,,,
313,02/09/2025 23:54:10,15.18,,,
314,02/09/2025 23:56:10,15.18,,,
315,02/09/2025 23:58:10,15.23,,,
316,02/10/2025 00:00:10,15.18,,,
317,02/10/2025 00:02:10,15.14,,,
318,02/10/2025 00:04:10,15.23,,,
319,02/10/2025 00:06:10,15.14,,,
320,02/10/2025 00:08:10,15.18,,,
321,02/10/2025 00:10:10,15.18,,,
322,02/10/2025 00:12:10,15.23,,,
323,02/10/2025 00:14:10,15.18,,,
324,02/10/2025 00:16:10,15.14,,,
325,02/10/2025 00:18:10,15.18,,,
326,02/10/2025 00:20:10,15.18,,,
327,02/10/2025 00:22:10,15.18,,,
328,02/10/2025 00:24:10,15.23,,,
329,02/10/2025 00:26:10,15.18,,,
330,02/10/2025 00:28:10,15.18,,,
331,02/10/2025 00:30:10,15.18,,,
332,02/10/2025 00:32:10,15.18,,,
333,02/10/2025 00:34:10,15.18,,,
334,02/10/2025 00:36:10,15.23,,,
335,02/10/2025 00:38:10,15.18,,,
336,02/10/2025 00:40:10,15.14,,,
337,02/10/2025 00:42:10,15.14,,,
338,02/10/2025 00:44:10,15.18,,,
339,02/10/2025 00:46:10,15.23,,,
340,02/10/2025 00:48:10,15.18,,,
341,02/10/2025 00:50:10,15.23,,,
342,02/10/2025 00:52:10,15.23,,,
343,02/10/2025 00:54:10,15.18,,,
344,02/10/2025 00:56:10,15.18,,,
345,02/10/2025 00:58:10,15.18,,,
346,02/10/2025 01:00:10,15.18,,,
347,02/10/2025 01:02:10,15.18,,,
348,02/10/2025 01:04:10,15.23,,,
349,02/10/2025 01:06:10,15.18,,,
350,02/10/2025 01:08:10,15.18,,,
351,02/10/2025 01:10:10,15.14,,,
352,02/10/2025 01:12:10,15.18,,,
353,02/10/2025 01:14:10,15.14,,,
354,02/10/2025 01:16:10,15.18,,,
355,02/10/2025 01:18:10,15.14,,,
356,02/10/2025 01:20:10,15.18,,,
357,02/10/2025 01:22:10,15.18,,,
358,02/10/2025 01:24:10,15.18,,,
359,02/10/2025 01:26:10,15.23,,,
360,02/10/2025 01:28:10,15.18,,,
361,02/10/2025 01:30:10,15.14,,,
362,02/10/2025 01:32:10,15.18,,,
363,02/10/2025 01:34:10,15.18,,,
364,02/10/2025 01:36:10,15.18,,,
365,02/10/2025 01:38:10,15.18,,,
366,02/10/2025 01:40:10,15.18,,,
367,02/10/2025 01:42:10,15.18,,,
368,02/10/2025 01:44:10,15.18,,,
369,02/10/2025 01:46:10,15.18,,,
370,02/10/2025 01:48:10,15.18,,,
371,02/10/2025 01:50:10,15.14,,,
372,02/10/2025 01:52:10,15.14,,,
373,02/10/2025 01:54:10,15.14,,,
374,02/10/2025 01:56:10,15.18,,,
375,02/10/2025 01:58:10,15.18,,,
376,02/10/2025 02:00:10,15.18,,,
377,02/10/2025 02:02:10,15.18,,,
378,02/10/2025 02:04:10,15.18,,,
379,02/10/2025 02:06:10,15.18,,,
380,02/10/2025 02:08:10,15.18,,,
381,02/10/2025 02:10:10,15.14,,,
382,02/10/2025 02:12:10,15.18,,,
383,02/10/2025 02:14:10,15.18,,,
384,02/10/2025 02:16:10,15.18,,,
385,02/10/2025 02:18:10,15.14,,,
386,02/10/2025 02:20:10,15.18,,,
387,02/10/2025 02:22:10,15.23,,,
388,02/10/2025 02:24:10,15.18,,,
389,02/10/2025 02:26:10,15.18,,,
390,02/10/2025 02:28:10,15.14,,,
391,02/10/2025 02:30:10,15.14,,,
392,02/10/2025 02:32:10,15.18,,,
393,02/10/2025 02:34:10,15.14,,,
394,02/10/2025 02:36:10,15.18,,,
395,02/10/2025 02:38:10,15.18,,,
396,02/10/2025 02:40:10,15.14,,,
397,02/10/2025 02:42:10,15.23,,,
398,02/10/2025 02:44:10,15.18,,,
399,02/10/2025 02:46:10,15.18,,,
400,02/10/2025 02:48:10,15.18,,,
401,02/10/2025 02:50:10,15.18,,,
402,02/10/2025 02:52:10,15.18,,,
403,02/10/2025 02:54:10,15.14,,,
404,02/10/2025 02:56:10,15.18,,,
405,02/10/2025 02:58:10,15.18,,,
406,02/10/2025 03:00:10,15.18,,,
407,02/10/2025 03:02:10,15.18,,,
408,02/10/2025 03:04:10,15.18,,,
409,02/10/2025 03:06:10,15.18,,,
410,02/10/2025 03:08:10,15.23,,,
411,02/10/2025 03:10:10,15.18,,,
412,02/10/2025 03:12:10,15.18,,,
413,02/10/2025 03:14:10,15.18,,,
414,02/10/2025 03:16:10,15.18,,,
415,02/10/2025 03:18:10,15.18,,,
416,02/10/2025 03:20:10,15.14,,,
417,02/10/2025 03:22:10,15.14,,,
418,02/10/2025 03:24:10,15.18,,,
419,02/10/2025 03:26:10,15.14,,,
420,02/10/2025 03:28:10,15.23,,,
421,02/10/2025 03:30:10,15.18,,,
422,02/10/2025 03:32:10,15.18,,,
423,02/10/2025 03:34:10,15.18,,,
424,02/10/2025 03:36:10,15.14,,,
425,02/10/2025 03:38:10,15.14,,,
426,02/10/2025 03:40:10,15.23,,,
427,02/10/2025 03:42:10,15.14,,,
428,02/10/2025 03:44:10,15.23,,,
429,02/10/2025 03:46:10,15.18,,,
430,02/10/2025 03:48:10,15.18,,,
431,02/10/2025 03:50:10,15.18,,,
432,02/10/2025 03:52:10,15.18,,,
433,02/10/2025 03:54:10,15.18,,,
434,02/10/2025 03:56:10,15.18,,,
435,02/10/2025 03:58:10,15.18,,,
436,02/10/2025 04:00:10,15.18,,,
437,02/10/2025 04:02:10,15.18,,,
438,02/10/2025 04:04:10,15.18,,,
439,02/10/2025 04:06:10,15.18,,,
440,02/10/2025 04:08:10,15.14,,,
441,02/10/2025 04:10:10,15.18,,,
442,02/10/2025 04:12:10,15.14,,,
443,02/10/2025 04:14:10,15.18,,,
444,02/10/2025 04:16:10,15.14,,,
445,02/10/2025 04:18:10,15.14,,,
446,02/10/2025 04:20:10,15.23,,,
447,02/10/2025 04:22:10,15.18,,,
448,02/10/2025 04:24:10,15.18,,,
449,02/10/2025 04:26:10,15.18,,,
450,02/10/2025 04:28:10,15.18,,,
451,02/10/2025 04:30:10,15.18,,,
452,02/10/2025 04:32:10,15.18,,,
453,02/10/2025 04:34:10,15.23,,,
454,02/10/2025 04:36:10,15.18,,,
455,02/10/2025 04:38:10,15.14,,,
456,02/10/2025 04:40:10,15.18,,,
457,02/10/2025 04:42:10,15.18,,,
458,02/10/2025 04:44:10,15.14,,,
459,02/10/2025 04:46:10,15.18,,,
460,02/10/2025 04:48:10,15.23,,,
461,02/10/2025 04:50:10,15.14,,,
462,02/10/2025 04:52:10,15.18,,,
463,02/10/2025 04:54:10,15.18,,,
464,02/10/2025 04:56:10,15.18,,,
465,02/10/2025 04:58:10,15.18,,,
466,02/10/2025 05:00:10,15.14,,,
467,02/10/2025 05:02:10,15.18,,,
468,02/10/2025 05:04:10,15.27,,,
469,02/10/2025 05:06:10,15.23,,,
470,02/10/2025 05:08:10,15.18,,,
471,02/10/2025 05:10:10,15.27,,,
472,02/10/2025 05:12:10,15.18,,,
473,02/10/2025 05:14:10,15.18,,,
474,02/10/2025 05:16:10,15.23,,,
475,02/10/2025 05:18:10,15.18,,,
476,02/10/2025 05:20:10,15.23,,,
477,02/10/2025 05:22:10,15.18,,,
478,02/10/2025 05:24:10,15.18,,,
479,02/10/2025 05:26:10,15.18,,,
480,02/10/2025 05:28:10,15.18,,,
481,02/10/2025 05:30:10,15.18,,,
482,02/10/2025 05:32:10,15.18,,,
483,02/10/2025 05:34:10,15.23,,,
484,02/10/2025 05:36:10,15.18,,,
485,02/10/2025 05:38:10,15.14,,,
486,02/10/2025 05:40:10,15.18,,,
487,02/10/2025 05:42:10,15.18,,,
488,02/10/2025 05:44:10,15.18,,,
489,02/10/2025 05:46:10,15.18,,,
490,02/10/2025 05:48:10,15.14,,,
491,02/10/2025 05:50:10,15.14,,,
492,02/10/2025 05:52:10,15.23,,,
493,02/10/2025 05:54:10,15.18,,,
494,02/10/2025 05:56:10,15.18,,,
495,02/10/2025 05:58:10,15.14,,,
496,02/10/2025 06:00:10,15.18,,,
497,02/10/2025 06:02:10,15.23,,,
498,02/10/2025 06:04:10,15.14,,,
499,02/10/2025 06:06:10,15.18,,,
500,02/10/2025 06:08:10,15.14,,,
501,02/10/2025 06:10:10,15.14,,,
502,02/10/2025 06:12:10,15.18,,,
503,02/10/2025 06:14:10,15.18,,,
504,02/10/2025 06:16:10,15.23,,,
505,02/10/2025 06:18:10,15.23,,,
506,02/10/2025 06:20:10,15.18,,,
507,02/10/2025 06:22:10,15.18,,,
508,02/10/2025 06:24:10,15.18,,,
509,02/10/2025 06:26:10,15.18,,,
510,02/10/2025 06:28:10,15.18,,,
511,02/10/2025 06:30:10,15.14,,,
512,02/10/2025 06:32:10,15.18,,,
513,02/10/2025 06:34:10,15.18,,,
514,02/10/2025 06:36:10,15.18,,,
515,02/10/2025 06:38:10,15.18,,,
516,02/10/2025 06:40:10,15.14,,,
517,02/10/2025 06:42:10,15.18,,,
518,02/10/2025 06:44:10,15.23,,,
519,02/10/2025 06:46:10,15.14,,,
520,02/10/2025 06:48:10,15.18,,,
521,02/10/2025 06:50:10,15.23,,,
522,02/10/2025 06:52:10,15.18,,,
523,02/10/2025 06:54:10,15.18,,,
524,02/10/2025 06:56:10,15.18,,,
525,02/10/2025 06:58:10,15.18,,,
526,02/10/2025 07:00:10,15.23,,,
527,02/10/2025 07:02:10,15.18,,,
528,02/10/2025 07:04:10,15.14,,,
529,02/10/2025 07:06:10,15.10,,,
530,02/10/2025 07:08:10,15.18,,,
531,02/10/2025 07:10:10,15.23,,,
532,02/10/2025 07:12:10,15.14,,,
533,02/10/2025 07:14:10,15.18,,,
534,02/10/2025 07:16:10,15.14,,,
535,02/10/2025 07:18:10,15.18,,,
536,02/10/2025 07:20:10,15.14,,,
537,02/10/2025 07:22:10,15.18,,,
538,02/10/2025 07:24:10,15.14,,,
539,02/10/2025 07:26:10,15.18,,,
540,02/10/2025 07:28:10,15.14,,,
541,02/10/2025 07:30:10,15.18,,,
542,02/10/2025 07:32:10,15.18,,,
543,02/10/2025 07:34:10,15.18,,,
544,02/10/2025 07:36:10,15.18,,,
545,02/10/2025 07:38:10,15.18,,,
546,02/10/2025 07:40:10,15.14,,,
547,02/10/2025 07:42:10,15.18,,,
548,02/10/2025 07:44:10,15.18,,,
549,02/10/2025 07:46:10,15.18,,,
550,02/10/2025 07:48:10,15.23,,,
551,02/10/2025 07:50:10,15.18,,,
552,02/10/2025 07:52:10,15.18,,,
553,02/10/2025 07:54:10,15.14,,,
554,02/10/2025 07:56:10,15.23,,,
555,02/10/2025 07:58:10,15.18,,,
556,02/10/2025 08:00:10,15.18,,,
557,02/10/2025 08:02:10,15.23,,,
558,02/10/2025 08:04:10,15.18,,,
559,02/10/2025 08:06:10,15.18,,,
560,02/10/2025 08:08:10,15.18,,,
561,02/10/2025 08:10:10,15.14,,,
562,02/10/2025 08:12:10,15.18,,,
563,02/10/2025 08:14:10,15.18,,,
564,02/10/2025 08:16:10,15.23,,,
565,02/10/2025 08:18:10,15.18,,,
566,02/10/2025 08:20:10,15.14,,,
567,02/10/2025 08:22:10,15.14,,,
568,02/10/2025 08:24:10,15.18,,,
569,02/10/2025 08:26:10,15.14,,,
570,02/10/2025 08:28:10,15.18,,,
571,02/10/2025 08:30:10,15.18,,,
572,02/10/2025 08:32:10,15.18,,,
573,02/10/2025 08:34:10,15.18,,,
574,02/10/2025 08:36:10,15.18,,,
575,02/10/2025 08:38:10,15.18,,,
576,02/10/2025 08:40:10,15.18,,,
577,02/10/2025 08:42:10,15.23,,,
578,02/10/2025 08:44:10,15.23,,,
579,02/10/2025 08:46:10,15.14,,,
580,02/10/2025 08:48:10,15.18,,,
581,02/10/2025 08:50:10,15.18,,,
582,02/10/2025 08:52:10,15.18,,,
583,02/10/2025 08:54:10,15.18,,,
584,02/10/2025 08:56:10,15.18,,,
585,02/10/2025 08:58:10,15.14,,,
586,02/10/2025 09:00:10,15.18,,,
587,02/10/2025 09:02:10,15.18,,,
588,02/10/2025 09:04:10,15.18,,,
589,02/10/2025 09:06:10,15.18,,,
590,02/10/2025 09:08:10,15.18,,,
591,02/10/2025 09:10:10,15.18,,,
592,02/10/2025 09:12:10,15.14,,,
593,02/10/2025 09:14:10,15.10,,,
594,02/10/2025 09:16:10,15.18,,,
595,02/10/2025 09:18:10,15.18,,,
596,02/10/2025 09:20:10,15.18,,,
597,02/10/2025 09:22:10,15.10,,,
598,02/10/2025 09:24:10,15.18,,,
599,02/10/2025 09:26:10,15.14,,,
600,02/10/2025 09:28:10,15.18,,,
601,02/10/2025 09:30:10,15.18,,,
602,02/10/2025 09:32:10,15.18,,,
603,02/10/2025 09:34:10,15.18,,,
604,02/10/2025 09:36:10,15.18,,,
605,02/10/2025 09:38:10,15.18,,,
606,02/10/2025 09:40:10,15.18,,,
607,02/10/2025 09:42:10,15.18,,,
608,02/10/2025 09:44:10,15.14,,,
609,02/10/2025 09:46:10,15.10,,,
610,02/10/2025 09:48:10,15.14,,,
611,02/10/2025 09:50:10,15.18,,,
612,02/10/2025 09:52:10,15.23,,,
613,02/10/2025 09:54:10,15.18,,,
614,02/10/2025 09:56:10,15.14,,,
615,02/10/2025 09:58:10,15.18,,,
616,02/10/2025 10:00:10,15.18,,,
617,02/10/2025 10:02:10,15.18,,,
618,02/10/2025 10:04:10,15.23,,,
619,02/10/2025 10:06:10,15.18,,,
620,02/10/2025 10:08:10,15.18,,,
621,02/10/2025 10:10:10,15.18,,,
622,02/10/2025 10:12:10,15.14,,,
623,02/10/2025 10:14:10,15.18,,,
624,02/10/2025 10:16:10,15.23,,,
625,02/10/2025 10:18:10,15.14,,,
626,02/10/2025 10:20:10,15.18,,,
627,02/10/2025 10:22:10,15.14,,,
628,02/10/2025 10:24:10,15.14,,,
629,02/10/2025 10:26:10,15.18,,,
630,02/10/2025 10:28:10,15.18,,,
631,02/10/2025 10:30:10,15.14,,,
632,02/10/2025 10:32:10,15.18,,,
633,02/10/2025 10:34:10,15.23,,,
