#,Date-Time (EST),Temperature   (°C),Started,Host Connected,End of File
136,02/09/2025 19:10:03,10.59,,,
137,02/09/2025 19:12:03,10.55,,,
138,02/09/2025 19:14:03,10.68,,,
139,02/09/2025 19:16:03,10.68,,,
140,02/09/2025 19:18:03,10.59,,,
141,02/09/2025 19:20:03,10.55,,,
142,02/09/2025 19:22:03,10.55,,,
143,02/09/2025 19:24:03,10.46,,,
144,02/09/2025 19:26:03,10.55,,,
145,02/09/2025 19:28:03,10.55,,,
146,02/09/2025 19:30:03,10.55,,,
147,02/09/2025 19:32:03,10.46,,,
148,02/09/2025 19:34:03,10.51,,,
149,02/09/2025 19:36:03,10.51,,,
150,02/09/2025 19:38:03,10.51,,,
151,02/09/2025 19:40:03,10.42,,,
152,02/09/2025 19:42:03,10.42,,,
153,02/09/2025 19:44:03,10.51,,,
154,02/09/2025 19:46:03,10.42,,,
155,02/09/2025 19:48:03,10.42,,,
156,02/09/2025 19:50:03,10.42,,,
157,02/09/2025 19:52:03,10.38,,,
158,02/09/2025 19:54:03,10.38,,,
159,02/09/2025 19:56:03,10.38,,,
160,02/09/2025 19:58:03,10.34,,,
161,02/09/2025 20:00:03,10.34,,,
162,02/09/2025 20:02:03,10.38,,,
163,02/09/2025 20:04:03,10.34,,,
164,02/09/2025 20:06:03,10.29,,,
165,02/09/2025 20:08:03,10.25,,,
166,02/09/2025 20:10:03,10.25,,,
167,02/09/2025 20:12:03,10.21,,,
168,02/09/2025 20:14:03,10.21,,,
169,02/09/2025 20:16:03,10.21,,,
170,02/09/2025 20:18:03,10.21,,,
171,02/09/2025 20:20:03,10.12,,,
172,02/09/2025 20:22:03,10.12,,,
173,02/09/2025 20:24:03,10.16,,,
174,02/09/2025 20:26:03,10.16,,,
175,02/09/2025 20:28:03,10.08,,,
176,02/09/2025 20:30:03,10.04,,,
177,02/09/2025 20:32:03,10.08,,,
178,02/09/2025 20:34:03,9.99,,,
179,02/09/2025 20:36:03,9.99,,,
180,02/09/2025 20:38:03,9.99,,,
181,02/09/2025 20:40:03,9.91,,,
182,02/09/2025 20:42:03,9.91,,,
183,02/09/2025 20:44:03,9.91,,,
184,02/09/2025 20:46:03,9.86,,,
185,02/09/2025 20:48:03,9.86,,,
186,02/09/2025 20:50:03,9.91,,,
187,02/09/2025 20:52:03,9.82,,,
188,02/09/2025 20:54:03,9.86,,,
189,02/09/2025 20:56:03,9.86,,,
190,02/09/2025 20:58:03,9.86,,,
191,02/09/2025 21:00:03,9.86,,,
192,02/09/2025 21:02:03,9.91,,,
193,02/09/2025 21:04:03,9.82,,,
194,02/09/2025 21:06:03,9.69,,,
195,02/09/2025 21:08:03,9.74,,,
196,02/09/2025 21:10:03,9.69,,,
197,02/09/2025 21:12:03,9.65,,,
198,02/09/2025 21:14:03,9.65,,,
199,02/09/2025 21:16:03,9.65,,,
200,02/09/2025 21:18:03,9.61,,,
201,02/09/2025 21:20:03,9.69,,,
202,02/09/2025 21:22:03,9.69,,,
203,02/09/2025 21:24:03,9.65,,,
204,02/09/2025 21:26:03,9.56,,,
205,02/09/2025 21:28:03,9.52,,,
206,02/09/2025 21:30:03,9.52,,,
207,02/09/2025 21:32:03,9.48,,,
208,02/09/2025 21:34:03,9.48,,,
209,02/09/2025 21:36:03,9.44,,,
210,02/09/2025 21:38:03,9.48,,,
211,02/09/2025 21:40:03,9.48,,,
212,02/09/2025 21:42:03,9.39,,,
213,02/09/2025 21:44:03,9.39,,,
214,02/09/2025 21:46:03,9.39,,,
215,02/09/2025 21:48:03,9.44,,,
216,02/09/2025 21:50:03,9.39,,,
217,02/09/2025 21:52:03,9.44,,,
218,02/09/2025 21:54:03,9.44,,,
219,02/09/2025 21:56:03,9.44,,,
220,02/09/2025 21:58:03,9.39,,,
221,02/09/2025 22:00:03,9.44,,,
222,02/09/2025 22:02:03,9.48,,,
223,02/09/2025 22:04:03,9.48,,,
224,02/09/2025 22:06:03,9.44,,,
225,02/09/2025 22:08:03,9.52,,,
226,02/09/2025 22:10:03,9.48,,,
227,02/09/2025 22:12:03,9.48,,,
228,02/09/2025 22:14:03,9.39,,,
229,02/09/2025 22:16:03,9.48,,,
230,02/09/2025 22:18:03,9.48,,,
231,02/09/2025 22:20:03,9.44,,,
232,02/09/2025 22:22:03,9.48,,,
233,02/09/2025 22:24:03,9.48,,,
234,02/09/2025 22:26:03,9.56,,,
235,02/09/2025 22:28:03,9.48,,,
236,02/09/2025 22:30:03,9.39,,,
237,02/09/2025 22:32:03,9.39,,,
238,02/09/2025 22:34:03,9.35,,,
239,02/09/2025 22:36:03,9.44,,,
240,02/09/2025 22:38:03,9.39,,,
241,02/09/2025 22:40:03,9.39,,,
242,02/09/2025 22:42:03,9.39,,,
243,02/09/2025 22:44:03,9.39,,,
244,02/09/2025 22:46:03,9.44,,,
245,02/09/2025 22:48:03,9.44,,,
246,02/09/2025 22:50:03,9.44,,,
247,02/09/2025 22:52:03,9.44,,,
248,02/09/2025 22:54:03,9.39,,,
249,02/09/2025 22:56:03,9.39,,,
250,02/09/2025 22:58:03,9.39,,,
251,02/09/2025 23:00:03,9.35,,,
252,02/09/2025 23:02:03,9.44,,,
253,02/09/2025 23:04:03,9.44,,,
254,02/09/2025 23:06:03,9.39,,,
255,02/09/2025 23:08:03,9.44,,,
256,02/09/2025 23:10:03,9.35,,,
257,02/09/2025 23:12:03,9.35,,,
258,02/09/2025 23:14:03,9.35,,,
259,02/09/2025 23:16:03,9.39,,,
260,02/09/2025 23:18:03,9.39,,,
261,02/09/2025 23:20:03,9.44,,,
262,02/09/2025 23:22:03,9.44,,,
263,02/09/2025 23:24:03,9.39,,,
264,02/09/2025 23:26:03,9.39,,,
265,02/09/2025 23:28:03,9.39,,,
266,02/09/2025 23:30:03,9.39,,,
267,02/09/2025 23:32:03,9.35,,,
268,02/09/2025 23:34:03,9.31,,,
269,02/09/2025 23:36:03,9.31,,,
270,02/09/2025 23:38:03,9.31,,,
271,02/09/2025 23:40:03,9.22,,,
272,02/09/2025 23:42:03,9.31,,,
273,02/09/2025 23:44:03,9.31,,,
274,02/09/2025 23:46:03,9.22,,,
275,02/09/2025 23:48:03,9.26,,,
276,02/09/2025 23:50:03,9.26,,,
277,02/09/2025 23:52:03,9.26,,,
278,02/09/2025 23:54:03,9.22,,,
279,02/09/2025 23:56:03,9.26,,,
280,02/09/2025 23:58:03,9.26,,,
281,02/10/2025 00:00:03,9.26,,,
282,02/10/2025 00:02:03,9.22,,,
283,02/10/2025 00:04:03,9.26,,,
284,02/10/2025 00:06:03,9.22,,,
285,02/10/2025 00:08:03,9.18,,,
286,02/10/2025 00:10:03,9.18,,,
287,02/10/2025 00:12:03,9.14,,,
288,02/10/2025 00:14:03,9.14,,,
289,02/10/2025 00:16:03,9.14,,,
290,02/10/2025 00:18:03,9.14,,,
291,02/10/2025 00:20:03,9.14,,,
292,02/10/2025 00:22:03,9.22,,,
293,02/10/2025 00:24:03,9.22,,,
294,02/10/2025 00:26:03,9.26,,,
295,02/10/2025 00:28:03,9.26,,,
296,02/10/2025 00:30:03,9.26,,,
297,02/10/2025 00:32:03,9.26,,,
298,02/10/2025 00:34:03,9.31,,,
299,02/10/2025 00:36:03,9.31,,,
300,02/10/2025 00:38:03,9.22,,,
301,02/10/2025 00:40:03,9.31,,,
302,02/10/2025 00:42:03,9.35,,,
303,02/10/2025 00:44:03,9.26,,,
304,02/10/2025 00:46:03,9.22,,,
305,02/10/2025 00:48:03,9.18,,,
306,02/10/2025 00:50:03,9.22,,,
307,02/10/2025 00:52:03,9.18,,,
308,02/10/2025 00:54:03,9.14,,,
309,02/10/2025 00:56:03,9.14,,,
310,02/10/2025 00:58:03,9.09,,,
311,02/10/2025 01:00:03,9.18,,,
312,02/10/2025 01:02:03,9.09,,,
313,02/10/2025 01:04:03,9.09,,,
314,02/10/2025 01:06:03,9.09,,,
315,02/10/2025 01:08:03,9.09,,,
316,02/10/2025 01:10:03,9.01,,,
317,02/10/2025 01:12:03,9.09,,,
318,02/10/2025 01:14:03,9.09,,,
319,02/10/2025 01:16:03,9.05,,,
320,02/10/2025 01:18:03,9.05,,,
321,02/10/2025 01:20:03,9.05,,,
322,02/10/2025 01:22:03,9.09,,,
323,02/10/2025 01:24:03,9.14,,,
324,02/10/2025 01:26:03,9.05,,,
325,02/10/2025 01:28:03,9.05,,,
326,02/10/2025 01:30:03,9.05,,,
327,02/10/2025 01:32:03,9.05,,,
328,02/10/2025 01:34:03,9.01,,,
329,02/10/2025 01:36:03,9.01,,,
330,02/10/2025 01:38:03,9.05,,,
331,02/10/2025 01:40:03,9.01,,,
332,02/10/2025 01:42:03,9.05,,,
333,02/10/2025 01:44:03,9.01,,,
334,02/10/2025 01:46:03,9.01,,,
335,02/10/2025 01:48:03,8.96,,,
336,02/10/2025 01:50:03,9.01,,,
337,02/10/2025 01:52:03,9.05,,,
338,02/10/2025 01:54:03,9.05,,,
339,02/10/2025 01:56:03,9.05,,,
340,02/10/2025 01:58:03,9.01,,,
341,02/10/2025 02:00:03,9.05,,,
342,02/10/2025 02:02:03,9.05,,,
343,02/10/2025 02:04:03,9.09,,,
344,02/10/2025 02:06:03,9.01,,,
345,02/10/2025 02:08:03,8.96,,,
346,02/10/2025 02:10:03,8.92,,,
347,02/10/2025 02:12:03,8.92,,,
348,02/10/2025 02:14:03,8.92,,,
349,02/10/2025 02:16:03,8.96,,,
350,02/10/2025 02:18:03,8.96,,,
351,02/10/2025 02:20:03,8.96,,,
352,02/10/2025 02:22:03,8.92,,,
353,02/10/2025 02:24:03,8.88,,,
354,02/10/2025 02:26:03,8.88,,,
355,02/10/2025 02:28:03,8.88,,,
356,02/10/2025 02:30:03,8.92,,,
357,02/10/2025 02:32:03,8.92,,,
358,02/10/2025 02:34:03,8.92,,,
359,02/10/2025 02:36:03,8.96,,,
360,02/10/2025 02:38:03,8.88,,,
361,02/10/2025 02:40:03,8.79,,,
362,02/10/2025 02:42:03,8.79,,,
363,02/10/2025 02:44:03,8.83,,,
364,02/10/2025 02:46:03,8.83,,,
365,02/10/2025 02:48:03,8.83,,,
366,02/10/2025 02:50:03,8.88,,,
367,02/10/2025 02:52:03,8.79,,,
368,02/10/2025 02:54:03,8.83,,,
369,02/10/2025 02:56:03,8.79,,,
370,02/10/2025 02:58:03,8.83,,,
371,02/10/2025 03:00:03,8.83,,,
372,02/10/2025 03:02:03,8.79,,,
373,02/10/2025 03:04:03,8.79,,,
374,02/10/2025 03:06:03,8.75,,,
375,02/10/2025 03:08:03,8.79,,,
376,02/10/2025 03:10:03,8.79,,,
377,02/10/2025 03:12:03,8.79,,,
378,02/10/2025 03:14:03,8.75,,,
379,02/10/2025 03:16:03,8.75,,,
380,02/10/2025 03:18:03,8.75,,,
381,02/10/2025 03:20:03,8.75,,,
382,02/10/2025 03:22:03,8.71,,,
383,02/10/2025 03:24:03,8.75,,,
384,02/10/2025 03:26:03,8.75,,,
385,02/10/2025 03:28:03,8.75,,,
386,02/10/2025 03:30:03,8.71,,,
387,02/10/2025 03:32:03,8.71,,,
388,02/10/2025 03:34:03,8.75,,,
389,02/10/2025 03:36:03,8.71,,,
390,02/10/2025 03:38:03,8.71,,,
391,02/10/2025 03:40:03,8.66,,,
392,02/10/2025 03:42:03,8.66,,,
393,02/10/2025 03:44:03,8.66,,,
394,02/10/2025 03:46:03,8.66,,,
395,02/10/2025 03:48:03,8.62,,,
396,02/10/2025 03:50:03,8.58,,,
397,02/10/2025 03:52:03,8.58,,,
398,02/10/2025 03:54:03,8.58,,,
399,02/10/2025 03:56:03,8.58,,,
400,02/10/2025 03:58:03,8.53,,,
401,02/10/2025 04:00:03,8.58,,,
402,02/10/2025 04:02:03,8.49,,,
403,02/10/2025 04:04:03,8.58,,,
404,02/10/2025 04:06:03,8.53,,,
405,02/10/2025 04:08:03,8.49,,,
406,02/10/2025 04:10:03,8.45,,,
407,02/10/2025 04:12:03,8.49,,,
408,02/10/2025 04:14:03,8.53,,,
409,02/10/2025 04:16:03,8.58,,,
410,02/10/2025 04:18:03,8.49,,,
411,02/10/2025 04:20:03,8.58,,,
412,02/10/2025 04:22:03,8.58,,,
413,02/10/2025 04:24:03,8.58,,,
414,02/10/2025 04:26:03,8.58,,,
415,02/10/2025 04:28:03,8.58,,,
416,02/10/2025 04:30:03,8.53,,,
417,02/10/2025 04:32:03,8.53,,,
418,02/10/2025 04:34:03,8.58,,,
419,02/10/2025 04:36:03,8.62,,,
420,02/10/2025 04:38:03,8.62,,,
421,02/10/2025 04:40:03,8.58,,,
422,02/10/2025 04:42:03,8.53,,,
423,02/10/2025 04:44:03,8.53,,,
424,02/10/2025 04:46:03,8.58,,,
425,02/10/2025 04:48:03,8.58,,,
426,02/10/2025 04:50:03,8.53,,,
427,02/10/2025 04:52:03,8.49,,,
428,02/10/2025 04:54:03,8.58,,,
429,02/10/2025 04:56:03,8.53,,,
430,02/10/2025 04:58:03,8.49,,,
431,02/10/2025 05:00:03,8.45,,,
432,02/10/2025 05:02:03,8.49,,,
433,02/10/2025 05:04:03,8.49,,,
434,02/10/2025 05:06:03,8.45,,,
435,02/10/2025 05:08:03,8.45,,,
436,02/10/2025 05:10:03,8.45,,,
437,02/10/2025 05:12:03,8.36,,,
438,02/10/2025 05:14:03,8.41,,,
439,02/10/2025 05:16:03,8.28,,,
440,02/10/2025 05:18:03,8.32,,,
441,02/10/2025 05:20:03,8.28,,,
442,02/10/2025 05:22:03,8.28,,,
443,02/10/2025 05:24:03,8.28,,,
444,02/10/2025 05:26:03,8.23,,,
445,02/10/2025 05:28:03,8.19,,,
446,02/10/2025 05:30:03,8.23,,,
447,02/10/2025 05:32:03,8.23,,,
448,02/10/2025 05:34:03,8.28,,,
449,02/10/2025 05:36:03,8.19,,,
450,02/10/2025 05:38:03,8.15,,,
451,02/10/2025 05:40:03,8.19,,,
452,02/10/2025 05:42:03,8.23,,,
453,02/10/2025 05:44:03,8.23,,,
454,02/10/2025 05:46:03,8.23,,,
455,02/10/2025 05:48:03,8.32,,,
456,02/10/2025 05:50:03,8.28,,,
457,02/10/2025 05:52:03,8.19,,,
458,02/10/2025 05:54:03,8.23,,,
459,02/10/2025 05:56:03,8.11,,,
460,02/10/2025 05:58:03,8.11,,,
461,02/10/2025 06:00:03,8.15,,,
462,02/10/2025 06:02:03,8.15,,,
463,02/10/2025 06:04:03,8.11,,,
464,02/10/2025 06:06:03,8.11,,,
465,02/10/2025 06:08:03,8.19,,,
466,02/10/2025 06:10:03,8.15,,,
467,02/10/2025 06:12:03,8.11,,,
468,02/10/2025 06:14:03,8.06,,,
469,02/10/2025 06:16:03,8.06,,,
470,02/10/2025 06:18:03,8.15,,,
471,02/10/2025 06:20:03,8.11,,,
472,02/10/2025 06:22:03,8.15,,,
473,02/10/2025 06:24:03,8.06,,,
474,02/10/2025 06:26:03,8.11,,,
475,02/10/2025 06:28:03,8.02,,,
476,02/10/2025 06:30:03,8.15,,,
477,02/10/2025 06:32:03,8.19,,,
478,02/10/2025 06:34:03,8.15,,,
479,02/10/2025 06:36:03,8.11,,,
480,02/10/2025 06:38:03,8.15,,,
481,02/10/2025 06:40:03,8.11,,,
482,02/10/2025 06:42:03,8.11,,,
483,02/10/2025 06:44:03,8.02,,,
484,02/10/2025 06:46:03,8.06,,,
485,02/10/2025 06:48:03,8.11,,,
486,02/10/2025 06:50:03,8.11,,,
487,02/10/2025 06:52:03,8.02,,,
488,02/10/2025 06:54:03,8.02,,,
489,02/10/2025 06:56:03,7.98,,,
490,02/10/2025 06:58:03,7.98,,,
491,02/10/2025 07:00:03,7.93,,,
492,02/10/2025 07:02:03,7.89,,,
493,02/10/2025 07:04:03,7.89,,,
494,02/10/2025 07:06:03,7.93,,,
495,02/10/2025 07:08:03,7.98,,,
496,02/10/2025 07:10:03,7.98,,,
497,02/10/2025 07:12:03,8.02,,,
498,02/10/2025 07:14:03,7.93,,,
499,02/10/2025 07:16:03,7.98,,,
500,02/10/2025 07:18:03,7.93,,,
501,02/10/2025 07:20:03,7.93,,,
502,02/10/2025 07:22:03,7.93,,,
503,02/10/2025 07:24:03,7.98,,,
504,02/10/2025 07:26:03,7.89,,,
505,02/10/2025 07:28:03,7.93,,,
506,02/10/2025 07:30:03,7.89,,,
507,02/10/2025 07:32:03,7.93,,,
508,02/10/2025 07:34:03,7.89,,,
509,02/10/2025 07:36:03,7.85,,,
510,02/10/2025 07:38:03,7.89,,,
511,02/10/2025 07:40:03,7.89,,,
512,02/10/2025 07:42:03,7.85,,,
513,02/10/2025 07:44:03,7.89,,,
514,02/10/2025 07:46:03,7.85,,,
515,02/10/2025 07:48:03,7.85,,,
516,02/10/2025 07:50:03,7.85,,,
517,02/10/2025 07:52:03,7.81,,,
518,02/10/2025 07:54:03,7.85,,,
519,02/10/2025 07:56:03,7.81,,,
520,02/10/2025 07:58:03,7.76,,,
521,02/10/2025 08:00:03,7.81,,,
522,02/10/2025 08:02:03,7.81,,,
523,02/10/2025 08:04:03,7.81,,,
524,02/10/2025 08:06:03,7.81,,,
525,02/10/2025 08:08:03,7.81,,,
526,02/10/2025 08:10:03,7.81,,,
527,02/10/2025 08:12:03,7.76,,,
528,02/10/2025 08:14:03,7.76,,,
529,02/10/2025 08:16:03,7.81,,,
530,02/10/2025 08:18:03,7.68,,,
531,02/10/2025 08:20:03,7.76,,,
532,02/10/2025 08:22:03,7.72,,,
533,02/10/2025 08:24:03,7.76,,,
534,02/10/2025 08:26:03,7.76,,,
535,02/10/2025 08:28:03,7.72,,,
536,02/10/2025 08:30:03,7.76,,,
537,02/10/2025 08:32:03,7.76,,,
538,02/10/2025 08:34:03,7.76,,,
539,02/10/2025 08:36:03,7.81,,,
540,02/10/2025 08:38:03,7.81,,,
541,02/10/2025 08:40:03,7.76,,,
542,02/10/2025 08:42:03,7.76,,,
543,02/10/2025 08:44:03,7.85,,,
544,02/10/2025 08:46:03,7.76,,,
545,02/10/2025 08:48:03,7.76,,,
546,02/10/2025 08:50:03,7.81,,,
547,02/10/2025 08:52:03,7.81,,,
548,02/10/2025 08:54:03,7.81,,,
549,02/10/2025 08:56:03,7.76,,,
550,02/10/2025 08:58:03,7.81,,,
551,02/10/2025 09:00:03,7.76,,,
552,02/10/2025 09:02:03,7.85,,,
553,02/10/2025 09:04:03,7.81,,,
554,02/10/2025 09:06:03,7.76,,,
555,02/10/2025 09:08:03,7.76,,,
556,02/10/2025 09:10:03,7.81,,,
557,02/10/2025 09:12:03,7.81,,,
558,02/10/2025 09:14:03,7.81,,,
559,02/10/2025 09:16:03,7.85,,,
560,02/10/2025 09:18:03,7.85,,,
561,02/10/2025 09:20:03,7.81,,,
562,02/10/2025 09:22:03,7.85,,,
563,02/10/2025 09:24:03,7.89,,,
564,02/10/2025 09:26:03,7.89,,,
565,02/10/2025 09:28:03,7.98,,,
566,02/10/2025 09:30:03,7.98,,,
567,02/10/2025 09:32:03,8.06,,,
568,02/10/2025 09:34:03,8.06,,,
569,02/10/2025 09:36:03,8.11,,,
570,02/10/2025 09:38:03,8.15,,,
571,02/10/2025 09:40:03,8.19,,,
572,02/10/2025 09:42:03,8.19,,,
573,02/10/2025 09:44:03,8.23,,,
574,02/10/2025 09:46:03,8.19,,,
575,02/10/2025 09:48:03,8.23,,,
576,02/10/2025 09:50:03,8.28,,,
577,02/10/2025 09:52:03,8.28,,,
578,02/10/2025 09:54:03,8.32,,,
579,02/10/2025 09:56:03,8.28,,,
580,02/10/2025 09:58:03,8.23,,,
581,02/10/2025 10:00:03,8.28,,,
582,02/10/2025 10:02:03,8.28,,,
583,02/10/2025 10:04:03,8.32,,,
584,02/10/2025 10:06:03,8.36,,,
585,02/10/2025 10:08:03,8.41,,,
586,02/10/2025 10:10:03,8.45,,,
587,02/10/2025 10:12:03,8.41,,,
588,02/10/2025 10:14:03,8.41,,,
589,02/10/2025 10:16:03,8.49,,,
590,02/10/2025 10:18:03,8.49,,,
591,02/10/2025 10:20:03,8.49,,,
592,02/10/2025 10:22:03,8.45,,,
593,02/10/2025 10:24:03,8.53,,,
594,02/10/2025 10:26:03,8.49,,,
595,02/10/2025 10:28:03,8.49,,,
596,02/10/2025 10:30:03,8.49,,,
597,02/10/2025 10:32:03,8.53,,,
598,02/10/2025 10:34:03,8.49,,,
599,02/10/2025 10:36:03,8.53,,,
600,02/10/2025 10:38:03,8.58,,,
601,02/10/2025 10:40:03,8.58,,,
602,02/10/2025 10:42:03,8.53,,,
603,02/10/2025 10:44:03,8.53,,,
604,02/10/2025 10:46:03,8.58,,,
605,02/10/2025 10:48:03,8.58,,,
606,02/10/2025 10:50:03,8.62,,,
607,02/10/2025 10:52:03,8.66,,,
608,02/10/2025 10:54:03,8.62,,,
609,02/10/2025 10:56:03,8.66,,,
610,02/10/2025 10:58:03,8.66,,,
611,02/10/2025 11:00:03,8.71,,,
612,02/10/2025 11:02:03,8.66,,,
613,02/10/2025 11:04:03,8.71,,,
614,02/10/2025 11:06:03,8.75,,,
615,02/10/2025 11:08:03,8.83,,,
616,02/10/2025 11:10:03,8.79,,,
617,02/10/2025 11:12:03,8.83,,,
618,02/10/2025 11:14:03,8.83,,,
619,02/10/2025 11:16:03,8.83,,,
620,02/10/2025 11:18:03,8.88,,,
621,02/10/2025 11:20:03,8.79,,,
622,02/10/2025 11:22:03,8.83,,,
623,02/10/2025 11:24:03,8.88,,,
624,02/10/2025 11:26:03,8.88,,,
625,02/10/2025 11:28:03,8.92,,,
626,02/10/2025 11:30:03,9.05,,,
627,02/10/2025 11:32:03,9.05,,,
628,02/10/2025 11:34:03,9.09,,,
629,02/10/2025 11:36:03,9.09,,,
630,02/10/2025 11:38:03,9.14,,,
631,02/10/2025 11:40:03,9.14,,,
632,02/10/2025 11:42:03,9.18,,,
633,02/10/2025 11:44:03,9.18,,,
